gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0,1,0,-0.38159658183809786,1,1,0,0,0,1,1,1,1,0.2954112561106046,-0.2821792530633682,False,False,False,False,True,False,False
1,0,0,0,-1.1552834925186746,1,1,0,0,0,0,0,0,0,-0.4773243489666429,-0.9162103902130224,False,False,False,False,False,False,True
0,0,1,1,-1.0738427650786138,1,0,0,0,0,0,1,0,0,-0.32942441595185784,-0.8506506479390792,False,False,False,False,False,True,False
0,0,0,1,-0.5444780367182193,1,1,1,1,0,1,1,0,1,0.37019212111808014,-0.4001205671945733,False,False,False,False,False,False,True
1,0,1,1,1.2879383306831464,1,0,1,0,1,1,1,0,0,0.14917312009598557,0.9561714343333383,False,False,False,True,False,False,True
1,0,1,0,1.2064976032430856,1,1,0,0,0,0,0,0,1,-1.3630621500551865,-0.36868720928275667,False,True,True,False,True,False,False
1,0,0,0,-1.2774445836787656,1,1,1,0,0,0,0,0,1,0.5629605731373504,-0.9713512104824872,True,False,False,False,False,True,False
0,0,1,1,-1.2774445836787656,0,0,1,0,0,0,0,0,0,-1.1387195550327598,-0.9939549734752542,False,False,False,False,False,False,False
1,0,0,0,-0.9924020376385531,0,0,1,0,0,0,0,0,0,-1.1769408860365806,-0.9118618147153905,False,False,False,False,False,False,True
0,0,1,0,1.6137012404433893,1,1,1,1,1,1,1,1,1,1.624848856243503,2.579249646340333,True,False,False,True,True,False,False
1,0,0,0,-0.8702409464784621,1,0,0,1,1,1,0,0,1,-0.12834697893175703,-0.7034613006385223,False,False,False,False,False,True,False
0,0,1,1,-0.30015585439803716,1,0,0,0,0,0,0,0,0,-1.4843733310673135,-0.7928388752066019,False,True,False,True,False,False,True
1,1,1,1,-0.2594354906780068,1,1,0,1,1,0,1,1,0,1.3622849302172555,0.18910037574090421,True,False,False,False,False,True,False
0,0,1,1,-0.62591876415828,1,0,1,1,0,0,1,1,0,0.32532360211359457,-0.4706690305977796,False,False,False,False,False,False,True
0,0,0,0,-0.8702409464784621,1,0,0,0,0,0,0,0,1,-0.6684310039857471,-0.7989312957007461,False,False,False,False,False,False,True
0,0,0,0,1.4508197855632678,1,0,0,0,0,0,0,0,0,-1.4710789550659844,-0.37835561571911597,False,True,False,True,True,False,False
1,0,0,0,1.0843365120829946,1,1,0,1,1,1,1,1,1,1.5484061942358611,1.8709174679468772,True,False,False,False,False,True,False
1,0,0,0,-0.9516816739185228,0,0,1,0,1,1,0,1,0,-0.46402997296531395,-0.8027500955032351,False,False,True,False,False,False,True
1,1,0,0,-1.2367242199587352,1,1,0,0,0,0,0,0,1,0.2605135191071156,-0.939299780926337,True,False,False,False,False,False,True
0,0,1,0,0.5956921474426305,1,0,0,0,1,0,0,1,1,0.682609957149311,0.7786524284858461,True,False,False,False,False,True,False
1,1,0,0,0.025607055362205634,0,0,0,0,1,1,1,1,1,-0.33773340095268845,-0.21112308795231652,False,False,False,False,False,True,False
1,0,1,1,0.5549717837226001,1,0,0,0,0,0,0,0,0,-1.4893587220678117,-0.626687972817386,False,True,False,True,True,False,False
0,0,1,1,1.3286586944031769,1,1,0,1,1,1,1,1,1,1.5301264272340338,2.1914979854702703,True,False,False,True,True,False,False
0,0,1,1,0.6364125111626608,0,0,0,0,0,1,0,0,1,-1.1719554950360824,-0.37917235324912807,False,False,False,False,True,False,False
1,0,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,1,-0.6235624849812617,-0.9701150671938202,False,False,False,False,True,False,False
0,0,0,0,-1.2774445836787656,1,0,0,0,1,0,0,0,1,0.32698539911376057,-0.9744857166787498,True,False,False,False,False,False,True
1,0,0,1,-1.2774445836787656,1,0,0,0,1,0,0,0,1,-0.49560411596847015,-0.9854123403910737,False,False,False,False,False,True,False
0,0,0,0,-0.2594354906780068,1,1,0,0,1,0,0,0,1,0.5297246331340278,-0.039255022853016075,True,False,False,False,False,True,False
0,0,1,1,-0.6666391278783103,1,0,0,0,0,0,0,0,0,-1.4744025490663168,-0.8655285153776776,False,True,False,False,False,True,False
0,0,1,0,0.6771328748826912,1,1,1,1,1,1,0,1,0,1.392197276220246,1.2769506177424104,True,False,False,True,True,False,False
1,0,0,0,-0.015113308357824713,1,0,0,0,0,0,0,0,0,-1.4760643460664828,-0.6950731854654252,False,True,True,False,True,False,False
1,0,0,0,-0.13727439951791576,1,0,0,0,0,0,0,0,1,-1.4943441130683104,-0.7548053950927957,False,True,True,False,False,False,True
1,0,0,0,-1.2367242199587352,0,0,0,0,0,0,0,0,0,-1.3447823830533592,-0.990445209494932,False,False,False,False,False,False,True
0,1,1,0,1.5322605130033284,1,1,1,0,0,0,0,1,1,0.8670694241677506,1.8489979985603366,True,False,False,False,False,True,False
1,1,1,0,0.758573602322752,1,1,1,0,1,0,0,1,1,0.9601300561770538,1.1289666068991389,True,False,True,False,False,False,False
1,1,1,0,0.9214550572028734,1,1,1,1,0,0,0,0,0,-0.1582593249347472,0.4565708798262142,False,False,True,False,True,False,False
1,1,0,0,-1.1145631287986442,1,1,0,1,0,0,0,1,1,0.8321716871642622,-0.7855323854110884,True,False,False,False,False,True,False
0,0,1,0,1.4915401492832983,1,1,0,0,0,0,0,0,1,-1.3231790220511994,-0.24880338426936074,False,True,False,True,True,False,False
1,0,1,0,-0.748079855318371,1,0,0,0,1,0,0,0,0,-0.48397153696730727,-0.7121363776464885,False,False,False,False,True,False,False
0,0,1,0,1.6137012404433893,1,1,0,1,1,0,1,1,1,1.2160467942026365,2.2256022958450994,True,False,True,False,False,True,False
0,0,1,0,1.5729808767233588,0,0,0,1,1,1,1,1,1,-0.11172900893009581,0.8955121172394677,False,False,False,True,True,False,False
0,0,0,0,0.35136996512244845,1,0,0,0,0,0,0,0,0,-1.4727407520661506,-0.6650084147660613,False,True,False,False,False,True,False
0,0,0,1,-0.2594354906780068,0,0,1,0,0,1,0,1,0,-0.6302096729819263,-0.5010428371193102,False,False,False,False,False,False,True
0,0,0,0,-0.13727439951791576,1,0,0,0,0,0,1,0,1,0.46989994112804756,0.045133830585800526,True,False,False,False,False,True,False
0,1,1,1,0.9214550572028734,1,1,1,0,1,1,1,0,0,0.3818247001192428,0.8267295728200712,False,False,True,False,False,True,False
0,0,1,1,0.26992923768238775,1,0,1,0,0,0,0,0,0,-0.45572098796448335,-0.09532295058898103,False,False,False,False,True,False,False
1,0,0,0,-0.46303730927815856,1,1,0,1,0,0,0,0,1,0.5845639341395097,-0.1894243584387522,True,False,False,False,False,True,False
0,0,1,0,0.6364125111626608,0,0,0,1,1,0,0,0,0,-0.9991286070188055,-0.29906585334605057,False,False,True,False,False,False,True
0,0,1,1,1.5729808767233588,0,0,1,1,0,1,1,1,0,-0.16823010693574386,0.8126463689241868,False,False,False,True,False,False,False
0,0,0,1,-0.7888002190384014,1,1,1,1,1,1,1,1,0,0.8039211381614382,-0.4945310108665111,False,False,False,True,True,False,False
0,0,0,0,-1.1552834925186746,1,0,0,0,0,0,0,0,0,-1.4827115340671475,-0.9701150671938202,False,True,False,False,False,False,True
0,0,0,0,1.5322605130033284,1,1,1,1,1,1,1,1,1,1.5683477582378549,2.4343339197314315,True,False,False,True,True,False,False
0,0,0,0,0.3920903288424788,1,0,1,1,1,1,0,1,0,0.30372024111143525,0.38789870534330606,False,False,True,False,True,False,False
0,0,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,1,-1.46443176706532,-0.9898271378505985,False,True,False,False,False,False,False
0,0,0,0,-0.7888002190384014,1,0,0,0,0,0,0,0,1,-1.4744025490663168,-0.8920614481094218,False,True,False,True,False,False,True
0,0,1,1,-1.0738427650786138,1,0,0,0,0,0,0,0,0,-0.640180454982923,-0.8815100821811575,False,False,False,False,False,False,True
0,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0.21065960910213194,-0.9760308957895835,True,False,False,False,False,False,True
0,0,1,0,-0.13727439951791576,1,0,0,0,0,0,0,0,0,-1.4926823160681442,-0.7544301373087361,False,True,False,False,False,False,True
1,0,0,0,1.0843365120829946,0,0,0,0,0,1,1,1,1,-0.43411762696232353,0.3195797146571598,False,False,False,False,False,True,False
0,0,0,1,1.3286586944031769,0,0,0,1,0,1,1,0,0,-0.6484894399837535,0.2878593949104739,False,False,False,True,False,False,True
1,0,1,1,1.5729808767233588,1,1,1,1,1,1,1,1,0,0.8521132511662559,1.9363889142716295,False,False,False,True,False,True,False
1,0,0,0,0.758573602322752,1,1,0,0,0,0,0,1,0,0.6194616711429987,0.8244780261157134,True,False,False,False,False,False,False
0,0,1,0,-0.5851984004382496,1,0,0,0,0,0,0,0,0,-1.4843733310673135,-0.843851859851411,False,True,False,True,False,False,True
0,0,0,0,-0.6666391278783103,0,0,1,0,0,0,1,0,1,-0.8595376590048512,-0.714100962515977,False,False,False,False,False,True,False
0,0,0,1,0.06632741908223598,1,1,1,1,1,1,1,1,1,1.7079387062518092,0.7350563035730386,True,False,False,True,True,False,False
0,0,0,0,-0.62591876415828,1,1,0,0,1,0,0,0,0,0.5081212721318681,-0.41334288558585,True,False,False,False,False,False,False
1,0,1,1,-0.055833672077855064,0,0,1,0,1,1,1,1,0,-0.15992112193491323,-0.1912123514098597,False,False,True,False,False,True,False
1,0,1,1,-0.1779947632379461,1,1,0,0,0,0,1,1,0,0.9119379431722362,0.12636610384105684,True,False,True,False,False,False,False
1,0,1,1,0.8400143297628127,1,0,0,1,0,1,1,0,1,0.9235705221733989,1.1026102660657757,True,False,False,False,False,True,False
0,0,0,0,1.125056875803025,1,1,1,0,1,1,0,0,0,-0.00038860991896550476,0.7759373280482383,False,False,True,False,False,True,False
1,0,1,1,-0.38159658183809786,1,1,0,0,0,0,0,0,1,-0.5454580259734538,-0.5362949948336156,False,False,True,False,True,False,False
1,0,1,0,1.4915401492832983,1,1,1,1,1,1,0,1,1,1.4104770432220732,2.222931343382087,True,False,True,False,True,False,False
1,0,0,0,-0.30015585439803716,1,0,0,0,0,0,0,0,1,-1.462769970065154,-0.7869451205981363,False,True,False,True,False,False,True
1,0,0,0,0.6771328748826912,1,1,0,1,0,0,1,1,0,1.1279715531938321,1.1649030582196709,True,False,False,False,False,True,False
1,1,0,0,0.9214550572028734,1,1,1,0,0,0,1,1,1,1.1312951471941644,1.47270273709774,True,False,False,False,False,True,False
0,1,1,0,-0.6666391278783103,1,1,0,0,0,0,0,1,1,0.684271754149477,-0.4003192330802518,True,False,False,False,True,False,False
0,0,0,0,1.2064976032430856,1,1,0,0,0,0,1,1,1,0.9717626351782166,1.534267087670813,True,False,True,False,False,False,False
0,0,1,1,1.0436161483629645,1,1,1,1,0,0,0,1,1,0.9518210711762233,1.3922872013724958,True,False,False,False,False,False,False
0,0,1,1,1.4915401492832983,1,0,0,0,0,0,0,0,0,-1.5076384890696393,-0.41310007172557617,False,True,False,True,False,False,True
1,0,1,0,-1.2774445836787656,1,0,0,0,1,0,0,0,0,0.3801629031190768,-0.9737793490852259,True,False,False,False,False,True,False
0,0,0,0,-0.21871512695797646,1,0,0,1,0,1,0,0,1,-0.28621769394753876,-0.37197623339010266,False,False,False,False,False,False,True
1,1,0,0,0.6771328748826912,1,1,1,1,1,1,0,1,0,0.5513279941361872,0.7853849946116214,False,False,False,True,True,False,False
0,0,0,0,-1.2774445836787656,1,0,0,0,1,0,1,0,1,0.6875953481498096,-0.9696956614351654,True,False,False,False,False,True,False
1,0,0,0,1.3286586944031769,1,1,0,0,0,0,0,0,0,-1.328164413051698,-0.30063310644418184,False,True,True,False,True,False,False
0,0,0,0,0.26992923768238775,1,1,0,1,1,0,1,1,1,1.285842268209614,0.756048665493079,True,False,False,False,False,True,False
1,0,1,0,0.43281069256250915,1,0,1,1,1,0,0,0,1,0.7091987091519689,0.560561433985321,True,False,False,False,True,False,False
0,0,1,0,-0.5037576729981889,0,0,0,0,0,0,0,0,1,-1.3397969920528607,-0.7942736843809475,False,False,False,False,False,True,False
1,0,1,0,-0.8295205827584317,1,0,0,1,0,0,0,1,1,0.6743009721484804,-0.5660286557235152,True,False,False,False,True,False,False
1,0,0,1,-1.0738427650786138,1,0,0,0,0,0,0,0,0,-1.4993295040688086,-0.9628747993601995,False,True,False,False,False,False,True
0,0,0,0,1.4508197855632678,1,1,0,0,0,0,0,0,0,-1.304899255049372,-0.20313230455057668,False,True,False,True,False,False,False
0,0,1,0,0.5956921474426305,1,0,1,0,1,0,1,0,1,0.042818112085353605,0.32648887268131593,False,False,True,False,True,False,False
1,0,1,1,1.2064976032430856,1,1,1,1,1,1,1,1,0,1.6879971422498155,2.153155469534297,True,False,False,True,False,False,False
0,0,1,0,0.9621754209229036,1,0,0,0,1,1,1,1,1,1.1279715531938321,1.4955493139507807,True,False,False,False,False,True,False
0,0,1,0,-0.62591876415828,1,0,0,0,0,0,0,0,0,-1.5093002860698053,-0.8718858237193934,False,True,True,False,False,False,True
0,0,0,0,0.10704778280226633,1,1,0,0,0,1,0,0,0,0.5081212721318681,0.24457230581983339,True,False,False,False,True,False,False
0,1,1,0,-1.2367242199587352,1,1,0,0,1,0,0,0,0,0.47987072312904416,-0.9311103316389187,True,False,False,False,False,True,False
0,0,1,0,-1.2774445836787656,0,0,0,0,0,0,0,1,0,-0.9891578250178088,-0.991968314618468,False,False,False,False,False,True,False
0,0,1,1,0.6364125111626608,1,1,1,1,0,0,1,1,1,1.2791950802089493,1.2165561884961111,True,False,True,False,True,False,False
0,0,0,0,0.5142514200025698,1,1,0,0,1,0,0,1,1,0.8155537171626008,0.8433292112678842,True,False,False,False,True,False,False
1,0,1,1,1.5322605130033284,1,1,1,1,1,1,1,1,1,0.8438042661654253,1.7461111437661108,False,False,False,True,True,False,False
1,0,0,0,-0.055833672077855064,1,0,0,1,0,1,0,0,1,0.45494376812655235,0.067649297629377,True,False,False,False,False,True,False
1,0,0,0,1.0843365120829946,1,1,0,0,0,0,0,0,0,-1.3215172250510334,-0.3405649494655837,False,True,False,True,False,False,True
1,1,1,1,0.5956921474426305,1,0,0,1,0,0,1,0,1,0.6709773781481484,0.7664675874975577,True,False,True,False,False,False,False
1,0,1,1,-0.015113308357824713,1,0,0,0,0,0,0,0,0,-1.5225946620711341,-0.7363736156992796,False,True,False,True,False,False,True
1,0,0,0,0.22920887396235737,1,0,1,1,0,1,1,0,0,0.19404163910047073,0.18819534226170156,False,False,True,False,False,False,True
0,0,0,0,1.0843365120829946,1,1,0,1,1,0,0,0,1,0.6144762801425001,1.1775073049666143,True,False,False,False,False,True,False
1,0,0,0,-0.21871512695797646,1,1,0,0,1,0,1,1,1,1.1877962451998125,0.17285392108985287,True,False,True,False,False,False,False
0,0,1,0,1.0436161483629645,1,1,0,1,1,0,0,1,1,0.9817334171792131,1.469347491028501,True,False,True,False,False,True,False
0,0,0,0,1.5729808767233588,1,1,1,1,1,1,1,1,0,1.5467443972356951,2.5181929974751056,True,False,False,True,False,False,True
0,1,0,0,-0.21871512695797646,1,1,0,1,1,0,0,0,1,0.720831288153132,0.05259483829239748,True,False,False,False,False,False,False
1,1,1,0,1.3286586944031769,1,1,0,1,1,0,1,1,1,1.2758714862086173,1.991308994668118,True,False,True,False,False,False,False
1,0,0,0,0.6364125111626608,1,1,1,0,0,1,0,1,1,0.20567421810163386,0.5947981882839357,False,False,True,False,False,False,False
0,0,0,0,-0.1779947632379461,1,0,0,0,0,0,0,1,1,0.5264010391336954,-0.016320150050784816,True,False,False,False,False,True,False
0,0,0,0,-0.5444780367182193,1,1,0,0,0,0,0,0,0,-1.33148800705203,-0.801756766074842,False,True,False,False,False,False,False
0,0,1,1,1.0436161483629645,1,1,1,0,1,1,1,0,0,0.36686852711774764,0.9420440824628589,False,False,False,True,False,False,True
0,0,0,0,0.8400143297628127,1,0,0,1,1,0,1,1,1,1.1811490571991479,1.2886277570228535,True,False,True,False,False,False,True
0,1,1,1,0.3106496014024181,1,1,0,0,0,0,1,1,1,0.9900424021800438,0.5997648354259011,True,False,False,False,True,False,False
1,0,0,1,-1.2774445836787656,1,0,0,0,0,0,0,0,0,-1.5126238800701375,-0.9989216206172196,False,True,False,False,False,False,True
1,0,0,0,0.3106496014024181,1,1,0,1,1,0,1,1,1,1.3207400052131024,0.7747674067214642,True,False,False,False,True,False,False
1,0,1,0,1.1657772395230555,1,1,0,0,0,0,0,0,0,-1.3065610520495383,-0.32815936860431905,False,True,False,True,False,False,False
1,1,1,0,1.369379058123207,1,1,0,1,1,1,1,1,1,1.5317882242341998,2.3000357810126877,True,False,True,False,False,True,False
1,0,0,1,0.3106496014024181,0,0,1,1,0,1,0,0,0,-0.8146691400003658,-0.3169237090698284,False,False,True,False,False,False,True
1,0,0,0,-0.7073594915983407,1,1,1,0,0,0,1,1,1,1.1612074931971548,-0.3157317137557567,True,False,False,False,False,True,False
1,0,1,1,1.4508197855632678,1,1,0,0,0,0,0,0,0,-1.2965902700485417,-0.26301903208903055,False,True,False,True,False,False,True
1,1,1,0,-0.8295205827584317,1,0,0,0,0,0,0,1,1,0.5214156481331973,-0.5879260511227582,True,False,False,False,False,True,False
0,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,-1.5076384890696393,-0.9988553986553266,False,True,False,False,True,False,False
0,0,1,1,-0.9924020376385531,1,0,0,0,0,0,0,0,0,-1.504314895069307,-0.9358341649206101,False,True,False,True,False,False,True
0,0,0,0,0.3106496014024181,1,0,0,1,0,0,0,0,0,0.33363258711442517,0.30452525532018004,True,False,False,False,True,False,False
1,1,1,0,1.6137012404433893,1,1,1,1,1,0,0,1,1,1.259253516206956,2.325884420138205,True,False,False,True,True,False,False
0,0,0,1,-0.9516816739185228,1,0,0,0,1,1,1,1,1,0.2704843011081128,-0.7198401992133593,False,False,False,False,False,False,True
0,0,0,0,-0.7073594915983407,1,0,1,0,1,1,0,0,0,-0.1931570619382357,-0.5857407263802934,False,False,False,False,False,True,False
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,-1.505976692069473,-0.9988333246680291,False,True,False,False,False,True,False
0,0,0,0,0.025607055362205634,1,1,0,0,0,0,0,1,1,0.6177998741428321,0.21011481164824222,True,False,False,False,False,True,False
0,0,1,1,0.22920887396235737,1,0,0,0,0,0,0,0,1,-1.4893587220678117,-0.6734848258883488,False,True,False,True,False,False,True
0,0,0,0,0.9214550572028734,1,0,0,1,1,0,0,1,1,-0.00038860991896550476,0.5894562833579107,False,False,False,True,False,False,True
0,0,1,1,1.3286586944031769,1,1,0,1,0,1,1,1,1,0.48651791112970877,1.2317210177695785,False,False,False,True,False,False,False
0,0,1,0,-1.1552834925186746,1,0,1,1,0,0,0,0,0,-0.33440980695235617,-0.9036502914406743,False,False,False,False,False,False,True
0,0,0,1,0.43281069256250915,1,0,1,1,0,1,1,1,1,1.3705939152180862,0.9934985468536205,True,False,True,False,True,False,False
0,0,0,0,-0.5851984004382496,0,0,0,0,1,1,0,0,1,-0.9825106370171443,-0.7393094560098636,False,False,False,False,False,True,False
1,1,0,0,-1.2774445836787656,1,1,0,0,0,0,1,1,1,0.9568064621767214,-0.9661196754929502,True,False,False,False,False,True,False
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,-1.5242564590713006,-0.9990761385283029,False,True,False,False,False,False,True
1,0,1,0,-1.1960038562387048,1,0,0,0,0,0,0,0,1,0.18407085709947407,-0.9152170607846294,True,False,False,False,False,True,False
0,0,1,0,0.35136996512244845,1,0,0,0,0,0,0,0,0,-1.4660935640654862,-0.6208825141581109,False,True,False,True,True,False,False
0,0,0,0,-0.6666391278783103,1,1,0,0,1,0,0,1,1,0.787303168159777,-0.37959175900778297,True,False,False,False,False,True,False
0,0,0,0,-1.1145631287986442,1,0,0,0,0,0,1,0,0,0.5131066631323666,-0.8377815133445643,True,False,False,False,False,True,False
1,0,0,0,0.9621754209229036,1,1,1,0,0,1,1,1,1,1.3489905542159264,1.550712208207543,True,False,False,False,False,False,True
0,1,1,0,-0.1779947632379461,1,1,0,0,0,0,0,0,0,-1.2982520670487077,-0.683109084350113,False,True,False,False,False,False,True
0,0,1,0,0.880734693482843,1,0,0,0,0,0,0,0,0,-1.4860351280674797,-0.5207328337887908,False,True,False,True,True,False,False
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,1,-1.504314895069307,-0.9988112506807314,False,True,False,False,False,False,True
1,0,1,0,0.3920903288424788,1,1,0,0,1,1,1,1,1,1.4470365772257276,1.0172722311731615,True,False,True,False,False,True,False
1,0,0,0,1.369379058123207,1,0,1,0,1,1,1,1,1,1.3589613362169235,2.014288015444945,True,False,False,True,False,False,False
0,1,1,0,-0.9924020376385531,1,1,0,0,0,0,0,1,1,0.6394032351449919,-0.7366164295595535,True,False,False,False,False,True,False
0,0,1,1,-0.748079855318371,1,1,0,0,0,0,0,0,0,-1.303237458049206,-0.8429909743468036,False,True,False,False,False,False,True
0,0,0,0,0.43281069256250915,0,0,0,0,1,0,1,1,1,-0.5221928679711283,-0.09081985718026582,False,False,False,False,False,False,False
0,0,1,0,1.5322605130033284,0,0,1,0,1,1,0,1,1,-0.49560411596847015,0.4804549340822433,False,False,False,True,False,False,False
1,0,1,1,-0.055833672077855064,1,1,1,0,1,1,0,0,0,0.8155537171626008,0.23887721709704635,True,False,False,False,False,True,False
1,0,1,0,1.6137012404433893,1,1,1,0,1,1,1,1,1,1.5666859612376889,2.555784997842959,True,False,False,True,True,False,False
0,0,0,1,0.06632741908223598,1,0,1,0,1,1,1,0,0,0.09599561609066982,0.025333463979831838,False,False,False,True,True,False,False
1,0,1,1,-0.5444780367182193,1,0,0,0,0,0,0,0,0,-1.4943441130683104,-0.8553303332461754,False,True,True,False,False,False,True
0,0,1,0,0.8400143297628127,1,0,1,1,1,0,1,1,1,1.3739175092184182,1.5398076584825169,True,False,True,False,False,False,False
0,0,1,1,-1.1960038562387048,0,0,0,1,0,0,0,1,0,-0.8130073430001998,-0.9665832292262003,False,False,False,False,False,False,True
1,0,0,0,-0.7888002190384014,1,0,0,1,1,0,0,0,1,0.4998122871310375,-0.5776616470293631,True,False,False,False,False,True,False
1,0,1,0,-0.3408762181180675,1,0,1,0,0,1,1,1,0,0.32033821111309646,-0.2512094488848017,False,False,True,False,False,False,False
0,1,0,0,-1.1552834925186746,1,1,0,0,1,0,0,1,1,0.8005975441611056,-0.8429909743468036,True,False,False,False,False,True,False
0,1,0,0,-0.015113308357824713,1,0,0,0,0,0,0,1,1,0.4898415051300408,0.1691234172365545,True,False,False,False,False,True,False
0,0,0,0,0.26992923768238775,0,0,1,1,0,1,0,0,1,-0.8130073430001998,-0.2876315279258813,False,False,True,False,False,False,False
1,0,1,0,1.6137012404433893,1,1,0,1,1,1,1,1,1,1.4952286902305454,2.4179770951438924,True,False,False,True,True,False,False
0,0,0,0,1.125056875803025,1,1,0,1,1,0,1,1,1,1.3672703212177542,1.816483015270936,True,False,False,False,False,True,False
0,0,0,1,-1.1552834925186746,1,1,0,0,0,0,0,0,1,-1.3065610520495383,-0.970247511117606,False,True,False,False,False,False,True
1,0,0,0,1.6137012404433893,1,1,0,0,0,0,0,0,0,-1.329826210051864,-0.22264570932167632,False,True,False,True,False,False,False
0,0,1,0,-0.9516816739185228,0,0,0,0,1,0,1,1,1,-0.532163649972125,-0.8121977620666181,False,False,False,False,False,True,False
0,0,0,0,-0.13727439951791576,0,0,1,1,0,1,0,0,0,-0.8395960950028577,-0.529407910796757,False,False,True,False,True,False,False
1,0,0,0,-0.5851984004382496,1,1,0,0,0,0,0,0,0,-1.3630621500551865,-0.820011953569977,False,True,True,False,False,False,True
0,1,1,1,1.6137012404433893,1,1,1,1,1,1,1,1,1,0.8238627021634315,1.8396165539588465,False,False,False,True,True,False,False
1,0,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,-1.4860351280674797,-0.988568920574634,False,True,False,False,False,False,True
1,0,1,0,1.5729808767233588,1,1,1,1,1,0,1,1,1,1.4902432992300467,2.460028040945866,True,False,True,False,False,True,False
1,0,1,0,-0.9924020376385531,1,0,0,0,0,0,0,0,1,-1.502653098069141,-0.9362756446665625,False,True,False,False,False,False,False
0,1,1,1,1.6137012404433893,1,1,1,1,1,1,1,1,1,0.7740087921584478,1.8293742238527486,False,False,False,True,True,False,False
1,0,1,1,1.5729808767233588,1,0,1,0,1,1,0,1,1,0.20235062410130134,1.1882352627932593,False,False,False,True,True,False,False
1,0,0,0,0.47353105628253944,1,0,1,1,1,0,1,1,1,1.3722557122182522,0.9840067323156422,True,False,True,False,False,True,False
1,0,1,1,0.5956921474426305,1,1,0,0,0,0,0,0,0,-1.3364733980525287,-0.4951049345362493,False,True,False,True,False,False,True
0,1,0,0,-0.21871512695797646,1,1,1,1,1,0,1,1,1,1.5201556452330371,0.25415241630700214,True,False,True,False,False,False,False
1,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,-0.4989277099688025,-0.9854564883656689,False,False,False,False,False,True,False
0,0,1,1,0.5549717837226001,1,1,0,0,0,0,0,0,0,-1.3231790220511994,-0.49269886992080825,False,True,True,False,False,False,True
1,0,0,0,-0.8702409464784621,0,0,0,1,1,0,0,0,0,-0.9991286070188055,-0.8380905491667311,False,False,False,False,False,False,True
1,1,1,0,0.35136996512244845,1,1,0,0,1,0,1,1,1,1.1645310871974868,0.8729745762085935,True,False,False,False,False,True,False
0,0,1,0,1.4915401492832983,1,0,0,1,0,0,0,1,1,-0.11006721192992953,0.8164210207520807,False,False,False,True,True,False,False
1,0,0,0,-0.7888002190384014,1,0,0,0,0,0,0,0,1,-1.4893587220678117,-0.8953725462040654,False,True,True,False,False,True,False
0,0,1,1,0.5142514200025698,1,0,0,0,0,0,0,0,1,-1.4876969250676457,-0.6160924589145265,False,True,False,True,False,False,False
1,0,0,0,-0.3408762181180675,1,1,0,0,0,0,0,0,0,-1.3348116010523623,-0.7457771342880675,False,True,True,False,False,True,False
1,0,0,0,1.3286586944031769,1,1,0,0,0,0,0,0,0,-1.2965902700485417,-0.27688149611193846,False,True,False,True,False,False,True
0,1,1,0,-1.2774445836787656,1,0,1,0,0,0,0,0,1,-0.5055748979694671,-0.9855447843148593,False,False,False,False,False,True,False
1,0,1,1,0.758573602322752,1,0,1,0,0,1,1,1,1,0.3868100911197414,0.7436210106445168,False,False,True,False,False,False,False
0,0,0,0,-0.8702409464784621,1,0,0,0,0,0,0,0,0,-1.4876969250676457,-0.9138484735721767,False,True,True,False,False,False,True
0,0,0,0,-1.1145631287986442,1,0,0,1,0,0,1,1,1,1.0465435001856922,-0.7811838099134564,True,False,False,False,False,True,False
1,0,0,0,-0.9924020376385531,1,0,0,0,0,0,0,0,1,-1.4976677070686424,-0.9328541766354309,False,True,False,False,False,False,False
1,0,1,0,1.5729808767233588,1,1,1,1,1,1,0,1,0,0.5197538511330312,1.521000621304941,False,False,False,True,True,False,False
0,0,0,0,-0.7073594915983407,1,0,0,0,1,0,1,1,1,0.9717626351782166,-0.3427944221826437,True,False,False,False,True,False,False
0,0,1,0,-0.1779947632379461,1,0,0,0,0,0,0,0,0,-1.4710789550659844,-0.7588449347682609,False,True,False,False,False,False,True
0,0,0,0,-0.6666391278783103,1,1,0,0,0,0,0,0,1,0.3319707901142591,-0.5088349546353715,True,False,False,False,True,False,False
1,0,1,1,0.8400143297628127,1,1,1,1,0,1,0,0,0,-0.020330173920958795,0.5340285012535769,False,False,True,False,False,False,False
0,0,1,1,-0.748079855318371,1,0,1,1,0,1,0,0,0,-0.17653909193657447,-0.6626906460998108,False,False,False,False,False,False,False
